PROCESO,CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA
2026,11001,11,ARQUITECTURA,UNIVERSIDAD DE CHILE,13,10,20,20,30,10,10.0,10.0,S,458,,120,30.0,90.0,,N,,,S,5.0,N,,0,S,2,13,,N
2026,11003,11,ACTUACIÓN TEATRAL,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,23,,,,S,PONDERA,50.0,N,3.0,N,,0,S,3,13,,N
2026,11004,11,DISEÑO TEATRAL,UNIVERSIDAD DE CHILE,13,10,20,25,20,0,25.0,,N,458,,25,,,,N,,,N,2.0,N,,0,S,2,13,,N
2026,11005,11,DISEÑO,UNIVERSIDAD DE CHILE,13,10,30,25,25,0,10.0,10.0,N,458,,65,20.0,50.0,,N,,,S,5.0,N,,0,S,3,13,,N
2026,11011,11,"ARTES VISUALES, LIC. EN ARTES CON MENCIÓN EN",UNIVERSIDAD DE CHILE,13,10,20,35,10,0,25.0,,N,458,,90,7.0,,,N,,,N,5.0,N,,0,S,3,13,,N
2026,11016,11,"TEORÍA E HISTORIA DEL ARTE, LIC. EN ARTES CON MENCIÓN EN",UNIVERSIDAD DE CHILE,13,10,20,35,10,0,25.0,,N,458,,40,,,,N,,,N,2.0,N,,0,S,3,13,,N
2026,11017,11,TEORÍA DE LA MÚSICA,UNIVERSIDAD DE CHILE,13,10,20,30,15,0,25.0,,N,458,,20,,,,N,,,N,5.0,N,,0,S,2,13,,N
2026,11020,11,INGENIERÍA AGRONÓMICA,UNIVERSIDAD DE CHILE,13,20,40,10,20,0,10.0,10.0,N,458,,130,70.0,,,N,,,S,3.0,N,,0,S,3,13,,N
2026,11021,11,INGENIERÍA FORESTAL,UNIVERSIDAD DE CHILE,13,10,35,10,25,0,20.0,20.0,N,458,,80,51.0,,,N,,,S,5.0,N,,0,S,4,13,,N
2026,11022,11,MEDICINA VETERINARIA,UNIVERSIDAD DE CHILE,13,10,20,20,35,0,,15.0,N,458,,180,30.0,,,N,,,N,5.0,N,,0,S,2,13,,N
2026,11024,11,INGENIERÍA EN RECURSOS NATURALES RENOVABLES,UNIVERSIDAD DE CHILE,13,20,40,10,15,5,10.0,10.0,S,458,,65,40.0,,,N,,,S,8.0,N,,0,S,5,13,5.0,S
2026,11026,11,CONTADOR AUDITOR,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,72,27.0,,,N,,,S,3.0,N,,0,S,2,13,,N
2026,11027,11,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,143,63.0,,,N,,,S,3.0,N,,0,S,3,13,,N
2026,11028,11,PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA,UNIVERSIDAD DE CHILE,13,10,20,20,20,15,,15.0,S,458,,55,5.0,,,N,,,N,5.0,S,,0,S,4,13,,N
2026,11029,11,BIOLOGÍA CON MENCIÓN EN MEDIO AMBIENTE,UNIVERSIDAD DE CHILE,13,10,20,20,10,15,,25.0,S,458,,35,5.0,,,N,,,N,3.0,N,,0,S,2,13,,S
2026,11030,11,BIOQUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,39,10.0,,,N,,,N,5.0,N,,0,S,2,13,,S
2026,11031,11,INGENIERÍA EN ALIMENTOS,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,39,10.0,,,N,,,N,5.0,N,,0,S,2,13,,S
2026,11032,11,LIC. EN CIENCIAS CON MENCIÓN EN BIOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,20,15,15,,20.0,S,458,,25,5.0,,,N,,,N,3.0,N,,0,S,2,13,,S
2026,11033,11,LIC. EN CIENCIAS CON MENCIÓN EN FÍSICA,UNIVERSIDAD DE CHILE,13,10,20,20,20,20,,10.0,S,458,,45,5.0,,,N,,,N,3.0,N,,0,S,2,13,5.0,S
2026,11034,11,LIC. EN CIENCIAS CON MENCIÓN EN MATEMÁTICAS,UNIVERSIDAD DE CHILE,13,10,20,20,20,20,,10.0,S,458,,35,5.0,,,N,,,N,3.0,N,,0,S,2,13,5.0,S
2026,11035,11,QUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,39,10.0,,,N,,,N,5.0,N,,0,S,2,13,3.0,S
2026,11036,11,LIC. EN CIENCIAS CON MENCIÓN EN QUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,20,10,15,,25.0,S,458,,20,5.0,,,N,,,N,3.0,N,,0,S,2,13,,S
2026,11037,11,QUÍMICA Y FARMACIA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,145,8.0,,,N,,,N,5.0,N,,0,S,2,13,,N
2026,11038,11,QUÍMICA AMBIENTAL,UNIVERSIDAD DE CHILE,13,10,20,20,10,15,,25.0,S,458,,20,5.0,,,N,,,N,3.0,N,,0,S,2,13,,S
2026,11039,11,INGENIERÍA EN BIOTECNOLOGÍA MOLECULAR,UNIVERSIDAD DE CHILE,13,10,20,20,10,15,,25.0,S,458,,35,5.0,,,N,,,N,5.0,N,,0,S,2,13,,S
2026,11040,11,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DE CHILE,13,10,30,20,20,0,20.0,,N,458,,160,10.0,,,N,,,N,10.0,N,,0,S,6,13,,N
2026,11042,11,INGENIERÍA COMERCIAL,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,400,100.0,,,N,,,S,30.0,N,,0,S,2,13,,N
2026,11045,11,INGENIERÍA Y CIENCIAS - PLAN COMÚN,UNIVERSIDAD DE CHILE,13,10,25,10,20,20,,15.0,S,458,,710,72.0,,,N,,,N,55.0,N,,0,S,2,13,85.0,S
2026,11055,11,DERECHO,UNIVERSIDAD DE CHILE,13,20,20,25,10,0,25.0,,N,458,,400,30.0,,,N,,,N,10.0,N,,0,S,3,13,,N
2026,11060,11,ANTROPOLOGÍA - ARQUEOLOGÍA,UNIVERSIDAD DE CHILE,13,20,20,20,15,0,25.0,25.0,N,458,,100,5.0,,,N,,,S,5.0,N,,0,S,3,13,,N
2026,11061,11,"FILOSOFÍA, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,35,15,0,20.0,,N,458,,80,30.0,,,N,,,N,5.0,N,,0,S,5,13,,N
2026,11062,11,GEOGRAFÍA,UNIVERSIDAD DE CHILE,13,10,25,20,25,0,20.0,20.0,N,458,,40,8.0,,,N,,,S,3.0,N,,0,S,3,13,,N
2026,11063,11,"HISTORIA, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,20,15,0,35.0,,N,458,,90,15.0,,,N,,,N,5.0,N,,0,S,1,13,,N
2026,11065,11,"LINGÜÍSTICA Y LITERATURA INGLESAS, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,30,15,0,25.0,,N,458,,78,17.0,,,N,,,N,5.0,N,,0,S,3,13,,N
2026,11068,11,PERIODISMO,UNIVERSIDAD DE CHILE,13,15,25,25,20,0,15.0,,N,458,,122,18.0,,,N,,,N,9.0,N,,0,S,3,13,,N
2026,11069,11,PSICOLOGÍA,UNIVERSIDAD DE CHILE,13,10,30,25,20,0,15.0,15.0,N,458,,55,5.0,,,N,,,S,15.0,N,,0,S,5,13,,N
2026,11070,11,SOCIOLOGÍA,UNIVERSIDAD DE CHILE,13,20,20,25,20,0,15.0,,N,458,,110,5.0,,,N,,,N,8.0,N,,0,S,5,13,,N
2026,11072,11,"LINGÜÍSTICA Y LITERATURA CON MENCIÓN, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,35,15,0,20.0,,N,458,,100,20.0,,,N,,,N,5.0,N,,0,S,2,13,,N
2026,11078,11,"BACHILLERATO, PROGRAMA ACADÉMICO DE",UNIVERSIDAD DE CHILE,13,20,20,25,25,0,10.0,10.0,N,458,,300,92.0,,,N,,,S,10.0,N,,0,S,4,13,,S
2026,11080,11,ENFERMERÍA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,97,20.0,,,N,,,N,11.0,N,,0,S,2,13,,N
2026,11081,11,FONOAUDIOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,50,15.0,,,N,,,N,4.0,N,,0,S,2,13,,N
2026,11082,11,KINESIOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,42,8.0,,,N,,,N,9.0,N,,0,S,2,13,,N
2026,11083,11,MEDICINA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,190,5.0,,,N,,,N,9.0,N,,0,S,3,13,,N
2026,11084,11,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,46,8.0,,,N,,,N,9.0,N,,0,S,2,13,,N
2026,11085,11,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,76,20.0,,,N,,,N,8.0,N,,0,S,3,13,,N
2026,11086,11,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,86,15.0,,,N,,,N,6.0,N,,0,S,2,13,,N
2026,11087,11,TERAPIA OCUPACIONAL,UNIVERSIDAD DE CHILE,13,10,20,20,20,0,,30.0,N,458,,55,14.0,,,N,,,N,9.0,N,,0,S,4,13,,N
2026,11090,11,CINE Y TELEVISIÓN,UNIVERSIDAD DE CHILE,13,15,25,25,20,0,15.0,15.0,N,458,,69,9.0,,,N,,,S,6.0,N,,0,S,4,13,,N
2026,11095,11,ODONTOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,20,0,,35.0,N,458,,98,30.0,,,N,,,N,9.0,N,,0,S,3,13,,N
2026,11097,11,LICENCIADO/A EN ARTES CON MENCIÓN EN COMPOSICIÓN,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,20,,,,S,PONDERA,50.0,N,2.0,N,,0,S,2,13,,N
2026,11508,11,DANZA,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,25,,,,S,PONDERA,50.0,N,2.0,N,,0,S,4,13,,N
2026,11520,11,TRABAJO SOCIAL,UNIVERSIDAD DE CHILE,13,20,20,25,20,0,15.0,15.0,N,458,,75,5.0,,,N,,,S,2.0,N,,0,S,5,13,,N
2026,11521,11,PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,20,15,10,,25.0,S,458,,50,5.0,,,N,,,N,5.0,S,,0,S,2,13,,N
2026,11522,11,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD DE CHILE,13,30,20,20,15,0,15.0,15.0,N,458,,55,10.0,,,N,,,S,5.0,S,,0,S,5,13,,N
2026,11523,11,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD DE CHILE,13,10,20,25,25,0,20.0,20.0,N,458,,30,10.0,,,N,,,S,3.0,S,,0,S,10,13,,N
2026,11524,11,INGENIERÍA EN SONIDO,UNIVERSIDAD DE CHILE,13,10,20,20,30,10,,10.0,S,458,,24,3.0,,,N,,,N,5.0,N,,0,S,3,13,3.0,S
2026,11525,11,ESTUDIOS INTERNACIONALES,UNIVERSIDAD DE CHILE,13,15,20,25,20,0,20.0,,N,458,,35,7.0,,,N,,,N,3.0,N,,0,S,4,13,,N
2026,11526,11,CIENCIA POLÍTICA,UNIVERSIDAD DE CHILE,13,10,30,20,20,0,20.0,,N,458,,65,5.0,,,N,,,N,3.0,N,,0,S,6,13,,N
2026,11527,11,INGENIERÍA EN RECURSOS HÍDRICOS,UNIVERSIDAD DE CHILE,13,10,30,10,25,5,20.0,20.0,S,458,,40,55.0,,,N,,,S,5.0,N,,0,S,4,13,8.0,S
2026,11528,11,PEDAGOGÍA EN EDUCACIÓN FÍSICA,UNIVERSIDAD DE CHILE,13,20,20,20,15,0,25.0,25.0,N,458,,45,5.0,,,N,,,S,3.0,S,,0,S,4,13,,N
2026,11529,11,PEDAGOGÍA EN EDUCACIÓN ESPECIAL,UNIVERSIDAD DE CHILE,13,20,20,20,20,0,20.0,20.0,N,458,,50,5.0,,,N,,,S,3.0,S,,0,S,4,13,,N
2026,12004,12,ARQUITECTURA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,35,0,10.0,10.0,N,485,,60,5.0,76.0,7.0,N,,,S,1.0,N,,0,S,3,13,,N
2026,12005,12,ARTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,20,15,0,15.0,,N,485,,87,10.0,,,N,,,N,2.0,N,,0,S,2,13,,N
2026,12006,12,DISEÑO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,80,6.0,98.0,10.0,N,,,S,1.0,N,,0,S,3,13,,N
2026,12007,12,ACTUACIÓN,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,16,10,0,10.0,,N,485,,45,1.0,,,S,PONDERA,40.0,N,1.0,N,,0,S,5,13,,N
2026,12008,12,LETRAS HISPÁNICAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,60,3.0,,,N,,,N,1.0,N,,0,S,2,13,,N
2026,12009,12,LETRAS INGLESAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,38,10.0,,,N,,,N,1.0,N,,0,S,2,13,,N
2026,12010,12,BIOQUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,0,,20.0,N,485,,40,5.0,,,N,,,N,3.0,N,,0,S,3,13,,S
2026,12011,12,BIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,0,,25.0,N,485,,65,13.0,,,N,,,N,1.0,N,,0,S,3,13,,S
2026,12012,12,BIOLOGÍA MARINA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,0,,25.0,N,485,,30,6.0,,,N,,,N,2.0,N,,0,S,3,13,,S
2026,12013,12,AGRONOMÍA E INGENIERÍA FORESTAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,10,30,0,,10.0,N,485,,210,28.0,,,N,,,N,2.0,N,,0,S,5,13,,N
2026,12014,12,INGENIERÍA COMERCIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,10,10.0,10.0,S,485,,418,35.0,,,N,,,S,2.0,N,,0,S,5,13,,N
2026,12015,12,TEOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,10,0,15.0,,N,485,,10,10.0,,,N,,,N,2.0,N,,0,S,2,13,,N
2026,12017,12,PSICOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,10,20,0,20.0,20.0,N,485,,125,10.0,,,N,,,S,4.0,N,,0,S,3,13,,N
2026,12018,12,TRABAJO SOCIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,15,15,0,20.0,,N,485,,70,13.0,,,N,,,N,2.0,N,,0,S,3,13,,N
2026,12019,12,SOCIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,76,15.0,,,N,,,N,1.0,N,,0,S,4,13,,N
2026,12021,12,DERECHO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,10,0,25.0,,N,485,,325,14.0,,,N,,,N,4.0,N,,0,S,5,13,,N
2026,12022,12,ANTROPOLOGÍA- ARQUEOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,70,8.0,,,N,,,N,2.0,N,,0,S,3,13,,N
2026,12024,12,PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,150,16.0,,,N,,,S,1.0,S,,0,S,5,13,,N
2026,12025,12,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,80,7.0,,,N,,,S,1.0,S,,0,S,4,13,,N
2026,12026,12,COLLEGE ARTES Y HUMANIDADES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,25,0,10.0,,N,485,,60,12.0,,,N,,,N,2.0,N,,0,S,8,13,,N
2026,12027,12,COLLEGE CIENCIAS NATURALES Y MATEMÁTICAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,350,60.0,,,N,,,N,5.0,N,,0,S,10,13,,S
2026,12028,12,COLLEGE CIENCIAS SOCIALES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,25,0,10.0,,N,485,,370,60.0,,,N,,,N,5.0,N,,0,S,10,13,,N
2026,12029,12,LICENCIATURA EN INTERPRETACIÓN MUSICAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,12,14,0,10.0,10.0,N,485,,16,4.0,,,S,PONDERA,40.0,S,1.0,N,,0,S,2,13,,N
2026,12030,12,FILOSOFÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,25,11.0,,,N,,,N,1.0,N,,0,S,2,13,,N
2026,12031,12,FÍSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,0,,15.0,N,485,,31,4.0,,,N,,,N,3.0,N,,0,S,3,13,,S
2026,12032,12,ASTRONOMÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,28,1.0,,,N,,,N,5.0,N,,0,S,3,13,,S
2026,12033,12,MEDICINA VETERINARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,25,0,,15.0,N,485,,115,20.0,,,N,,,N,1.0,N,,0,S,2,13,,N
2026,12034,12,GEOGRAFÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,25,0,15.0,15.0,N,485,,50,9.0,,,N,,,S,2.0,N,,0,S,3,13,,N
2026,12035,12,HISTORIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,10,0,35.0,,N,485,,60,10.0,,,N,,,N,2.0,N,,0,S,4,13,,N
2026,12037,12,CIENCIA POLÍTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,35,2.0,,,N,,,N,2.0,N,,0,S,3,13,,N
2026,12038,12,CONSTRUCCIÓN CIVIL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,205,37.0,,,N,,,N,4.0,N,,0,S,7,13,,S
2026,12039,12,INGENIERÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,10,,15.0,S,485,,650,30.0,,,N,,,N,15.0,N,,0,S,12,13,,S
2026,12041,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN CIENCIAS NATURALES Y BIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,25,6.0,,,N,,,N,1.0,S,,0,S,3,13,,N
2026,12042,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN QUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,20,12.0,,,N,,,N,1.0,S,,0,S,3,13,,N
2026,12043,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,5,,10.0,S,485,,40,5.0,,,N,,,N,1.0,S,,0,S,3,13,,N
2026,12044,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN FÍSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,10,3.0,,,N,,,N,1.0,S,,0,S,3,13,,N
2026,12046,12,PERIODISMO - DIRECCIÓN AUDIOVISUAL - PUBLICIDAD,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,15,25,25,20,0,15.0,,N,485,,125,10.0,,,N,,,N,2.0,N,,0,S,4,13,,N
2026,12049,12,ESTADÍSTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,5,,10.0,S,485,,40,5.0,,,N,,,N,1.0,N,,0,S,3,13,,S
2026,12050,12,PEDAGOGÍA EN EDUCACIÓN FÍSICA Y SALUD PARA EDUCACIÓN BÁSICA Y MEDIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,10,30,0,,10.0,N,485,,60,6.0,,,N,,,N,1.0,S,,0,S,2,13,,N
2026,12051,12,MATEMÁTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,0,,15.0,N,485,,40,11.0,,,N,,,N,1.0,N,,0,S,3,13,,S
2026,12052,12,TERAPIA OCUPACIONAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,20,0,,20.0,N,485,,77,13.0,,,N,,,N,3.0,N,,0,S,3,13,,N
2026,12054,12,QUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,35,8.0,,,N,,,N,2.0,N,,0,S,4,13,,S
2026,12055,12,QUÍMICA Y FARMACIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,70,8.0,,,N,,,N,5.0,N,,0,S,4,13,,N
2026,12056,12,ODONTOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,62,24.0,,,N,,,N,1.0,N,,0,S,3,13,,N
2026,12057,12,ENFERMERÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,120,45.0,,,N,,,N,1.0,N,,0,S,2,13,,N
2026,12058,12,MEDICINA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,20,0,,25.0,N,485,,82,,,,N,,,N,2.0,N,,0,S,2,13,,N
2026,12059,12,LICENCIATURA EN MÚSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,12,14,0,10.0,10.0,N,485,,25,25.0,,,S,PONDERA,40.0,S,1.0,N,,0,S,2,13,,N
2026,12060,12,NUTRICIÓN Y DIETÉTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,65,17.0,,,N,,,N,3.0,N,,0,S,7,13,,N
2026,12061,12,KINESIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,80,25.0,,,N,,,N,2.0,N,,0,S,6,13,,N
2026,12062,12,FONOAUDIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,64,26.0,,,N,,,N,2.0,N,,0,S,5,13,,N
2026,12070,12,PEDAGOGÍA EN INGLÉS PARA EDUCACIÓN BÁSICA Y MEDIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,30,20,0,10.0,,N,485,,50,5.0,,,N,,,N,1.0,S,,0,S,2,13,,N
2026,12071,12,ADMINISTRACIÓN PÚBLICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,30,0,10.0,10.0,N,485,,90,10.0,,,N,,,S,1.0,N,,0,S,3,13,,N
2026,12088,12,PEDAGOGÍA EN EDUCACIÓN ESPECIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,20,0,20.0,,N,485,,60,4.0,,,N,,,N,1.0,S,,0,S,2,13,,N
2026,12089,12,LICENCIATURA EN INGENIERÍA EN CIENCIA DE DATOS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,10,,10.0,S,485,,80,15.0,,,N,,,N,2.0,N,,0,S,3,13,,S
2026,12096,12,PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,,35,25.0,,,N,,,S,3.0,S,,0,S,5,9,,N
2026,12097,12,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,,35,35.0,,,N,,,S,3.0,S,,0,S,5,9,,N
2026,12100,12,LICENCIATURA EN INGENIERÍA EN CIENCIA DE LA COMPUTACIÓN,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,10,,15.0,S,485,,100,12.0,,,N,,,N,2.0,N,,0,S,3,13,,S
2026,12101,12,INGENIERÍA EN RECURSOS NATURALES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,15,25,10,25,10,,15.0,S,485,,85,13.0,,,N,,,N,1.0,N,,0,S,2,13,,S
2026,13001,13,LICENCIATURA EN QUIMICA - QUIMICO,UNIVERSIDAD DE CONCEPCION,8,15,25,10,30,0,,20.0,N,485,500.0,25,6.0,,,N,,,N,2.0,N,,0,S,4,8,5.0,S
2026,13002,13,LICENCIATURA EN MATEMATICA,UNIVERSIDAD DE CONCEPCION,8,10,15,15,30,20,,10.0,S,485,500.0,20,8.0,,,N,,,N,3.0,N,,0,S,8,8,1.0,S
2026,13003,13,INGENIERIA CIVIL MATEMATICA,UNIVERSIDAD DE CONCEPCION,8,15,20,15,25,15,,10.0,S,485,500.0,35,5.0,,,N,,,N,2.0,N,,0,S,9,8,1.0,S
2026,13004,13,QUIMICO ANALISTA,UNIVERSIDAD DE CONCEPCION,8,15,25,15,35,0,,10.0,N,485,500.0,35,15.0,,,N,,,N,2.0,N,,0,S,5,8,3.0,S
2026,13006,13,AGRONOMIA (CHILLAN),UNIVERSIDAD DE CONCEPCION,8,15,25,15,30,5,,10.0,S,485,500.0,70,18.0,,,N,,,N,5.0,N,,0,S,6,16,,N
2026,13007,13,MEDICINA VETERINARIA (CHILLAN),UNIVERSIDAD DE CONCEPCION,8,15,25,15,35,0,,10.0,N,485,500.0,85,19.0,,,N,,,N,5.0,N,,0,S,7,16,,N
2026,13008,13,INGENIERIA FORESTAL,UNIVERSIDAD DE CONCEPCION,8,20,25,15,30,0,,10.0,N,485,500.0,30,15.0,,,N,,,N,2.0,N,,0,S,3,8,,N
