AGNO,RBD,DGV_RBD,NOM_RBD,TIPO_SOST,COD_REG_RB,NOM_REG_RB,COD_PRO_RB,COD_COM_RB,NOM_COM_RB,COD_DEPROV,NOM_DEPROV,TIPO_DEPEN,DIRECCION,NUMERO,REFERENCIA,LATITUD,LONGITUD,MAT_PARV,MAT_BAS_RE,MAT_BAS_AD,MAT_ESP,MAT_MHC_RE,MAT_MHC_AD,MAT_MTP_RE,MAT_MTP_AD,MAT_TOTAL,MAT_HOM_TO,MAT_MUJ_TO,MAT_SI_TOT,CUR_SIM_TO,CUR_COMB_T
2021,8484,0,ESCUELA PUERTO TORO,1.0,12,MAG,122,12201,CABO DE HORNOS,121,MAGALLANES,1.0,GABRIELA MISTRAL,24.0,PUERTO TORO - PUERTO WILLIAMS MEDIO MARITIMO HACIA PUERTO TORO 3 HORAS DE NAVEGACION COMUNA CABO DE HORNOS,-55.083172,-67.076218,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,4.0,0.0
2021,8483,2,LICEO BICENTENARIO DONALD MC-INTYRE GRIFFITHS,1.0,12,MAG,122,12201,CABO DE HORNOS,121,MAGALLANES,1.0,YELCHO,158.0,YELCHO N° 158 PUERTO WILLIAMS,-54.934799,-67.605339,55.0,277.0,0.0,0.0,92.0,0.0,0.0,0.0,424.0,212.0,212.0,0.0,15.0,0.0
2021,24341,8,ESCUELA PAMPA GUANACO,1.0,12,MAG,123,12303,TIMAUKEL,121,MAGALLANES,1.0,SECTOR PAMPA GUANACO,0.0,"SECTOR PAMPA GUANACO, TIMAUKEL",-54.052231,-68.802948,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0
2021,8452,2,ESCUELA DE PUERTO HARRIS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,PUERTO HARRIS - ISLA DAWSON,0.0,PUERTO HARRIS-ISLA DAWSON,-53.834999,-70.453369,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,29.0,23.0,0.0,0.0,2.0
2021,8482,4,ESCUELA IGNACIO CARRERA PINTO,1.0,12,MAG,123,12303,TIMAUKEL,121,MAGALLANES,1.0,CAMERON,0.0,PROVINCIA TIERRA DEL FUEGO    COMUNA TIMAUKEL,-53.63903,-69.64666,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,9.0,0.0,2.0,2.0
2021,8475,1,ESCUELA LIBERTADOR BDO. O´HIGGINS R.,1.0,12,MAG,123,12301,PORVENIR,121,MAGALLANES,1.0,CHILOE,606.0,,-53.296082,-70.372093,61.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,295.0,277.0,0.0,20.0,0.0
2021,40311,3,COLEGIO CAUPOLICAN,1.0,12,MAG,123,12301,PORVENIR,121,MAGALLANES,2.0,AVENIDA MANUEL SEÑORET,0.0,"INTERIOR REGIMIENTO REFORZADO Nº11 CAUPOLICÁN,  PORVENIR",-53.295397,-70.354744,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,34.0,0.0,0.0,2.0,0.0
2021,16895,5,COLEGIO MARIA AUXILIADORA,1.0,12,MAG,123,12301,PORVENIR,121,MAGALLANES,2.0,PADRE MARIO ZAVATTARO,399.0,,-53.2953,-70.3675,42.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,137.0,152.0,0.0,10.0,0.0
2021,40217,6,ESCUELA ESPECIAL CLUB DE LEONES CRUZ DEL SUR,1.0,12,MAG,123,12301,PORVENIR,121,MAGALLANES,2.0,BERNARDO PHILLIPI,42.0,,-53.293586,-70.369603,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,16.0,10.0,0.0,2.0,0.0
2021,8474,3,LICEO POLIVALENTE HERNANDO DE MAGALLANES,1.0,12,MAG,123,12301,PORVENIR,121,MAGALLANES,1.0,HERNANDO DE MAGALLANES,618.0,"CALLE MAGALLANES Nº618, ENTRE MUÑOZ GAMERO Y SANTOS MARDONES, LADO SUR Y CALLE ESMERALDA, ENTRE MUÑOZ GAMERO Y SANTOS MARDONES, LADO NORTE.",-53.291279,-70.373123,0.0,0.0,0.0,0.0,286.0,39.0,38.0,0.0,363.0,195.0,168.0,0.0,14.0,0.0
2021,8448,4,ESCUELA PEDRO SARMIENTO DE GAMBOA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,CAMINO SUR,5.5,CAMINO SUR KM. 5.5,-53.198299,-70.936951,20.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,101.0,73.0,0.0,10.0,0.0
2021,24302,7,ESCUELA GENERAL MANUEL BULNES P.,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,AVENIDA PEDRO AGUIRRE CERDA,35.0,AV. PEDRO AGUIRRE CERDA ESQUINA CALLE ZENTENO,-53.174351,-70.937737,56.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,202.0,227.0,0.0,18.0,0.0
2021,8434,4,ESCUELA ESPANA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,PASAJE ROBLES,424.0,,-53.171909,-70.924309,61.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,197.0,176.0,0.0,18.0,0.0
2021,8427,1,LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,21 DE MAYO,2052.0,"CENTRO, FRENTE  A  LA  COSTANERA LADO  SUR",-53.171379,-70.919434,0.0,0.0,0.0,0.0,0.0,0.0,334.0,45.0,379.0,337.0,42.0,0.0,27.0,0.0
2021,24305,1,COLEGIO PIERRE FAURE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,PEREZ DE ARCE,655.0,ENTRE CHILOE Y COSTANERA 21 DE MAYO  PÉREZ DE ARCE 655 (7º BÁSICO A 4º MEDIO)  BELLAVISTA 697 (1º A 6º BÁSICO)  JOSÉ NOGUEIRA 1775 (PRE ESCOLAR),-53.16872,-70.915833,67.0,325.0,0.0,0.0,151.0,0.0,0.0,0.0,543.0,265.0,278.0,0.0,18.0,0.0
2021,40124,2,ESC. ESP. LENG. JOSE GRIMALDI ACOTTO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,MANUEL SENORET,1857.0,"SEÑORET ENTRE PEREZ DE ARCE Y SERRANO, POBLACIÓN RÍO DE LA MANO",-53.167691,-70.923205,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,125.0,77.0,48.0,0.0,8.0,0.0
2021,24318,3,ESCUELA PADRE ALBERTO HURTADO CRUCHAGA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,EUSEBIO LILLO,2472.0,ENTRE CALLES RAMÓN CARNICER Y PABLO DE ROCKA,-53.167179,-70.945503,100.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,280.0,314.0,0.0,20.0,0.0
2021,24311,6,COLEGIO FRANCES,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,21 DE MAYO,1430.0,SECTOR CENTRO SUR.,-53.16666,-70.911438,48.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,154.0,145.0,0.0,13.0,0.0
2021,8433,6,ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,CHILOE,1443.0,CENTRO DE LA CIUDAD,-53.166031,-70.914131,49.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,196.0,206.0,0.0,20.0,0.0
2021,8425,5,LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,ARTURO PRAT,1875.0,POBLACIÓN 18 DE SEPTIEMBRE,-53.165489,-70.928627,0.0,0.0,0.0,0.0,178.0,0.0,204.0,0.0,382.0,127.0,255.0,0.0,15.0,0.0
2021,8435,2,ESCUELA DIECIOCHO DE SEPTIEMBRE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,GASPAR MARIN,140.0,POB. 18 DE SEPTIEMBRE.PUNTA ARENAS.,-53.165199,-70.929893,44.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,186.0,169.0,0.0,18.0,0.0
2021,16892,0,CENTRO DE ESTUDIO DE LA PATAGONIA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,ROCA,927.0,,-53.16428,-70.905959,0.0,0.0,16.0,0.0,0.0,218.0,0.0,0.0,234.0,113.0,121.0,0.0,8.0,0.0
2021,24335,3,ESC. ESP. DE LENGUAJE NUEVO SOL,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,FRANCISCO JAVIER REYNA,182.0,ESQUINA CALLE MATEO DE TORO Y ZAMBRANO.,-53.163829,-70.929723,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,162.0,98.0,64.0,0.0,12.0,0.0
2021,8429,8,LICEO LUIS ALBERTO BARRERA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,AVENIDA COLON,1250.0,AVENIDA COLON ESQUINA QUILLOTA,-53.162609,-70.897873,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,506.0,185.0,321.0,0.0,18.0,0.0
2021,8430,1,LICEO POLIVALENTE SARA BRAUN,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,AVENIDA COLON,1027.0,SECTOR CENTRO,-53.162498,-70.901573,0.0,0.0,0.0,0.0,90.0,41.0,51.0,0.0,182.0,42.0,140.0,0.0,11.0,0.0
2021,8426,3,COLEGIO ANDINO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,CIRCUNVALACION,2080.0,,-53.162366,-70.950872,0.0,0.0,11.0,0.0,0.0,53.0,0.0,0.0,64.0,56.0,8.0,0.0,5.0,0.0
2021,24329,9,LICEO SAN JOSE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,FAGNANO,550.0,,-53.16172,-70.911049,98.0,706.0,0.0,0.0,461.0,0.0,0.0,0.0,1265.0,1265.0,0.0,0.0,32.0,0.0
2021,8424,7,INSTITUTO SUPERIOR DE COMERCIO LICEO BICENTENARIO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,MAGALLANES,847.0,ESTA UBICADA EN EL CENTRO DE LA CIUDAD ENTRE AVEND. COLÓN Y JOSÉ MENÉNDEZ,-53.161369,-70.905006,0.0,59.0,0.0,0.0,0.0,0.0,554.0,69.0,682.0,306.0,376.0,0.0,21.0,0.0
2021,8455,7,LICEO MARIA AUXILIADORA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA COLON,763.0,AVDA. COLÓN ENTRE BORIES Y MAGALLANES,-53.160858,-70.905998,60.0,629.0,0.0,0.0,305.0,0.0,0.0,0.0,994.0,0.0,994.0,0.0,26.0,0.0
2021,8463,8,THE BRITISH SCHOOL,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,WALDO SEGUEL,454.0,WALDO SEGUEL 454,-53.160132,-70.911729,136.0,431.0,0.0,0.0,139.0,0.0,0.0,0.0,706.0,379.0,327.0,0.0,15.0,0.0
2021,24330,2,FUNDACIÓN PARA EL DESARROLLO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,MARTINEZ DE ALDUNATE,1539.0,POBLACIÓN 18 DE SEPTIEMBRE,-53.160033,-70.932367,0.0,0.0,12.0,0.0,0.0,251.0,0.0,0.0,263.0,132.0,131.0,0.0,7.0,0.0
2021,8438,7,ESCUELA REPUBLICA DE CROACIA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,CROACIA,1101.0,COMERCIO CROSUR,-53.15995,-70.897057,68.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,267.0,277.0,0.0,20.0,0.0
2021,8432,8,CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,IGNACIO CARRERA PINTO,781.0,IGNACIO CARRERA PINTO 781,-53.159551,-70.904254,0.0,0.0,43.0,0.0,0.0,271.0,0.0,0.0,314.0,148.0,166.0,0.0,19.0,0.0
2021,8457,3,INSTITUTO SAGRADA FAMILIA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,MEJICANA,830.0,,-53.15844,-70.901337,76.0,384.0,0.0,0.0,0.0,0.0,282.0,0.0,742.0,0.0,742.0,0.0,20.0,0.0
2021,8443,3,ESCUELA ESPECIAL ROTARIO PAUL HARRIS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,ANGAMOS,1321.0,,-53.15841,-70.890681,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,83.0,53.0,30.0,0.0,13.0,0.0
2021,8458,1,ESCUELA PARTICULAR LA MILAGROSA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA SALVADOR ALLENDE,845.0,"CALLE EUSEBIO LILLO, ESQUINA SALVADOR ALLENDE",-53.15807,-70.940376,140.0,840.0,0.0,0.0,278.0,0.0,0.0,0.0,1258.0,562.0,696.0,0.0,32.0,0.0
2021,24324,8,GREEN HILL COLLEGE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,MEJICANA,653.0,,-53.157824,-70.905434,13.0,139.0,0.0,0.0,35.0,0.0,0.0,0.0,187.0,104.0,83.0,0.0,14.0,0.0
2021,8436,0,ESCUELA PORTUGAL,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,MEJICANA,527.0,"MEJICANA ESQUINA CON CHILOÉ,CENTRO DE LA CIUDAD.",-53.157341,-70.906639,36.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,153.0,141.0,0.0,15.0,0.0
2021,24342,6,ESCUELA ESPECIAL DE LENGUAJE RAYITO DE LUZ,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA SALVADOR ALLENDE,1120.0,ZONA SUOOESTE DE PUNTA ARENAS  A 2 CUADRAS DE CIRCUNVALACION,-53.15665,-70.943195,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,31.0,27.0,0.0,4.0,0.0
2021,8441,7,ESCUELA HERNANDO DE MAGALLANES,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,JOSE GALINDO,1105.0,,-53.155579,-70.931374,73.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,263.0,280.0,0.0,19.0,0.0
2021,24314,0,COLEGIO CRUZ DEL SUR,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,SARMIENTO DE GAMBOA,529.0,,-53.155464,-70.90512,68.0,319.0,0.0,0.0,76.0,0.0,0.0,0.0,463.0,198.0,265.0,0.0,23.0,0.0
2021,8454,9,INSTITUTO DON BOSCO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,MAIPU,615.0,"AVENIDA BULNES CON CALLE MAIPÚ,SECTOR SANTUARIO MARÍA AUXILIADORA.",-53.155418,-70.902687,123.0,665.0,0.0,0.0,0.0,0.0,498.0,0.0,1286.0,1286.0,0.0,0.0,38.0,0.0
2021,11681,5,COLEGIO MIGUEL DE CERVANTES,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,MEJICANA,216.0,,-53.154893,-70.911601,118.0,576.0,0.0,0.0,251.0,0.0,0.0,0.0,945.0,460.0,485.0,0.0,43.0,0.0
2021,24327,2,LICEO EXPERIMENTAL UMAG,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,ANGAMOS,17.0,ANGAMOS ESQUINA ZENTENO,-53.15147,-70.911293,84.0,401.0,0.0,0.0,355.0,0.0,0.0,0.0,840.0,374.0,466.0,0.0,32.0,0.0
2021,20327,0,ESCUELA ESPECIAL DE LENGUAJE `PASITOS`,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,ROMULO CORREA,521.0,,-53.15119,-70.90103,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,94.0,66.0,28.0,0.0,8.0,0.0
2021,24312,4,CENTRO DE CAPAC. LABORAL LEON HUMBERTO SEGUEL,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,ZENTENO,256.0,BARRIO PRAT.,-53.151095,-70.911881,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,33.0,15.0,0.0,6.0,0.0
2021,8437,9,ESC. CAPITAN ARTURO PRAT CHACON,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,ZENTENO,191.0,ZENTENO ESQUINA CON ANGAMOS.,-53.150661,-70.909843,21.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,73.0,84.0,0.0,10.0,0.0
2021,24331,0,ESCUELA ESPECIAL DE LENGUAJE IERUN TALJ,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,VICENTE REYES,804.0,POBLACION PLAYA NORTE,-53.15039,-70.894666,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,39.0,26.0,0.0,6.0,0.0
2021,40360,1,ESCUELA ESPECIAL MI MUNDO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,CARLOS CONDELL,77.0,ZENTENO HACIA EL NORTE,-53.149088,-70.909628,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,21.0,27.0,0.0,8.0,0.0
2021,24336,1,ESC. ESP. DE LENGUAJE SANTA LAURA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,LUIS URIBE,346.0,"BARRIO PRAT, ENTRE GENERAL SALVO Y MANUEL AGUILAR",-53.148794,-70.918118,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,53.0,43.0,10.0,0.0,6.0,0.0
2021,24339,6,ESC. ESP. DE TRASTORNOS DE LA COMUNICACION AL,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,CAPITAN MANUEL ORELLA,129.0,BARRIO PRAT,-53.148475,-70.911714,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,78.0,60.0,18.0,0.0,10.0,0.0
2021,11687,4,ESCUELA REPUBLICA ARGENTINA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,MANUEL AGUILAR,1028.0,"AVENIDA EDUARDO FREI CON MANUEL AGUILAR, AL NORPONIENTE DEL RÍO LAS MINAS.",-53.147652,-70.927193,32.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,119.0,113.0,0.0,10.0,0.0
2021,8439,5,ESCUELA JUAN WILLIAMS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,CORONEL JOSE DE LOS MARDONES,353.0,SECTOR NORPONIENTE.,-53.143799,-70.905128,78.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,291.0,291.0,0.0,20.0,0.0
2021,24307,8,LICEO JUAN BAUTISTA CONTARDI,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,MANANTIALES,1027.0,,-53.143024,-70.902008,127.0,722.0,0.0,0.0,430.0,0.0,0.0,0.0,1279.0,547.0,732.0,0.0,36.0,0.0
2021,24321,3,ESCUELA ESPECIAL CLUB DE LEONES CRUZ DEL SUR,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA EDUARDO FREI,2281.0,,-53.143005,-70.880704,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,222.0,138.0,84.0,0.0,21.0,0.0
2021,8444,1,ESCUELA PATAGONIA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,COVADONGA,185.0,WWW.FACEBOOK.COM/COLEGIOPATAGONIA,-53.142632,-70.912209,60.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,292.0,260.0,0.0,18.0,0.0
2021,24334,5,ESCUELA PARVULARIA JOSH KEE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,PASAJE EMILIO KOVASEVICH,780.0,POBLACIÖN CLAUDIO BUSTOS  ENTRE CAP.GUILLERMOS Y ROMULO CORREA.,-53.142548,-70.913261,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0
2021,8442,5,ESCUELA PEDRO PABLO LEMAITRE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,OVEJERO,265.0,,-53.1418,-70.903687,119.0,591.0,0.0,0.0,278.0,0.0,0.0,0.0,988.0,502.0,486.0,0.0,28.0,0.0
2021,24319,1,COLEGIO PUNTA ARENAS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,AVENIDA MANUEL BULNES,1240.0,FRENTE AL ESTADIO FISCAL,-53.140065,-70.889262,29.0,206.0,0.0,0.0,131.0,0.0,0.0,0.0,366.0,181.0,185.0,0.0,17.0,0.0
2021,24303,5,LICEO NOBELIUS,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,COMODORO ARTURO MERINO BENITEZ,777.0,FRENTE A UNIVERSIDAD DE MAGALLANES,-53.138865,-70.880418,0.0,192.0,0.0,0.0,142.0,0.0,0.0,0.0,334.0,165.0,169.0,0.0,15.0,0.0
2021,11678,5,LICEO ADVENTISTA,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,JOSE GONZALEZ,229.0,"JOSÉ GONZÁLEZ  229, ENTRE AVENIDAS  BULNES Y ESPAÑA",-53.138691,-70.889107,61.0,313.0,0.0,0.0,159.0,0.0,0.0,0.0,533.0,272.0,261.0,0.0,14.0,0.0
2021,24338,8,COLEGIO LUTERANO,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,JOSE DAVET,1050.0,ENRIQUE ABELLO CON JOSE DAVET,-53.138641,-70.896843,59.0,244.0,0.0,0.0,136.0,0.0,0.0,0.0,439.0,224.0,215.0,0.0,16.0,0.0
2021,11680,7,COLEGIO CHARLES DARWIN,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,MANANTIALES,314.0,,-53.138351,-70.89772,54.0,301.0,0.0,0.0,160.0,0.0,0.0,0.0,515.0,222.0,293.0,0.0,17.0,0.0
2021,24316,7,LICEO POLITEC.CARDENAL RAUL SILVA HENRIQUEZ,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,KARUKINKA,140.0,KARUKINKA 140 SECTOR NORPONIENTE,-53.13623,-70.923027,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,391.0,220.0,171.0,0.0,20.0,0.0
2021,8464,6,COLEGIO ALEMAN,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,3.0,AVENIDA EL BOSQUE,398.0,,-53.131524,-70.889783,122.0,413.0,0.0,0.0,187.0,0.0,0.0,0.0,722.0,346.0,376.0,0.0,30.0,0.0
2021,24313,2,ESCUELA VILLA LAS NIEVES,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,AVENIDA LOS GENERALES,530.0,SECTOR NORPONIENTE.,-53.12466,-70.879517,119.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,320.0,340.0,0.0,20.0,0.0
2021,41654,1,AULA HOSPITALARIA HOSPITAL CLÍNICO MAGALLANES,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA LOS FLAMENCOS,1364.0,,-53.121549,-70.897787,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,5.0,0.0
2021,24320,5,TALLER LABORAL DE UNPADE,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,2.0,AVENIDA LOS FLAMENCOS,1725.0,"PARCELA D6, DEL HOSPITAL CLÍNICO HACIA CERRO.",-53.121326,-70.901816,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,0.0
2021,8450,6,ESCUELA DELLAMIRA REBECA AGUILAR,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,BARRANCO AMARILLO,8.5,RUTA NORTE  565 - BARRANCO AMARILLO KM 8 1/2 NORTE,-53.09705,-70.879509,14.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,45.0,34.0,0.0,0.0,4.0
2021,8449,2,ESCUELA ELBA OJEDA GOMEZ,1.0,12,MAG,121,12101,PUNTA ARENAS,121,MAGALLANES,1.0,"KM. 13,5 NORTE",0.0,,-53.057171,-70.859978,39.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,124.0,118.0,0.0,10.0,0.0
2021,8479,4,ESCUELA CERRO SOMBRERO,1.0,12,MAG,123,12302,PRIMAVERA,121,MAGALLANES,1.0,AVENIDA BERNARDO O'HIGGINS,1040.0,"CENTRO DE CERRO SOMBRERO, 42 KM. DE PRIMERA ANGOSTURA (ESTRECHO DE MAGALLANES)",-52.776199,-69.291924,9.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,36.0,29.0,0.0,8.0,1.0
2021,8467,0,BERNARDO DE BRUYNE,1.0,12,MAG,121,12103,RÍO VERDE,121,MAGALLANES,1.0,RUTA Y-50,40.7,"VILLA PONSOMBY, KM 40.7, RUTA Y-50",-52.650558,-71.46315,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,7.0,0.0,0.0,3.0
2021,8468,9,ESCUELA DIEGO PORTALES,1.0,12,MAG,121,12102,LAGUNA BLANCA,121,MAGALLANES,1.0,ANTONIO LATORRE,100.0,LOCALIDAD VILLA TEHUELCHES KILMETRO 100 RUTA 9 NORTE,-52.427261,-71.415176,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,14.0,0.0,4.0,2.0
2021,8470,0,ESCUELA PUNTA DELGADA,1.0,12,MAG,121,12104,SAN GREGORIO,121,MAGALLANES,1.0,DON BOSCO,291.0,ESQ. HERNANDO DE MAGALLANES,-52.316399,-69.688454,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,28.0,12.0,0.0,10.0,0.0
2021,24322,1,ESCUELA BASICA RURAL SENO OBSTRUCCION,1.0,12,MAG,124,12401,NATALES,121,MAGALLANES,1.0,PHILIPPI,498.0,LOCALIDAD UBICADA A 75 KM DE PUERTO NATALES,-52.21006,-72.477608,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,5.0,0.0
2021,40262,1,ESCUELA ESPECIAL DE LENGUAJE ULTIMA ESPERANZA,1.0,12,MAG,124,12401,NATALES,121,MAGALLANES,2.0,OVEJERO,777.0,,-51.73641,-72.491641,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,81.0,66.0,15.0,0.0,9.0,0.0
2021,8421,2,LICEO SALESIANO MONSEÑOR FAGNANO,1.0,12,MAG,124,12401,NATALES,121,MAGALLANES,2.0,PADRE ROSSA,1456.0,,-51.736389,-72.493637,125.0,633.0,0.0,0.0,297.0,0.0,0.0,0.0,1055.0,601.0,454.0,0.0,28.0,0.0
