ID_aux,RBD,COD_ENS,GRUPO_DEPENDENCIA,RAMA_EDUCACIONAL,SITUACION_EGRESO,CODIGO_REGION,CODIGO_COMUNA,PROMEDIO_NOTAS,PORC_SUP_NOTAS,PTJE_NEM,PTJE_RANKING,CLEC_REG_ACTUAL,MATE1_REG_ACTUAL,MATE2_REG_ACTUAL,HCSOC_REG_ACTUAL,CIEN_REG_ACTUAL,MODULO_REG_ACTUAL,CLEC_INV_ACTUAL,MATE1_INV_ACTUAL,MATE2_INV_ACTUAL,HCSOC_INV_ACTUAL,CIEN_INV_ACTUAL,MODULO_INV_ACTUAL,CLEC_REG_ANTERIOR,MATE1_REG_ANTERIOR,MATE2_REG_ANTERIOR,HCSOC_REG_ANTERIOR,CIEN_REG_ANTERIOR,MODULO_REG_ANTERIOR,CLEC_INV_ANTERIOR,MATE1_INV_ANTERIOR,MATE2_INV_ANTERIOR,HCSOC_INV_ANTERIOR,CIEN_INV_ANTERIOR,MODULO_INV_ANTERIOR,RINDIO_PROCESO_ANTERIOR,RINDIO_PROCESO_ACTUAL
id_5497554779767,2218,310,2,H1,1,6,6106,6.7,20,914,963,597,923,489,517,438,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5741557274195,2222,310,3,H1,1,6,6110,5.93,60,694,696,511,539,0,0,389,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5113551971320,15817,310,2,H1,1,6,6108,5.2,100,479,479,376,486,0,418,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5335553973522,2552,410,3,T1,1,6,6310,5.1,90,450,450,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5214552271470,2329,310,3,H1,1,6,6117,6.55,20,870,874,682,923,524,397,625,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5218552071839,2486,310,4,H1,1,6,6303,5.83,70,664,664,511,682,0,406,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5402554770243,15621,310,2,H1,1,6,6301,6.75,10,928,989,674,672,438,463,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5228552572874,15682,310,2,H1,1,6,6101,6.35,30,814,876,500,595,479,0,516,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5130551173012,15759,510,3,T2,1,6,6108,6.5,20,857,887,650,660,453,0,475,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5961559176103,2378,310,3,H1,1,6,6112,5.6,60,599,599,555,495,0,418,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5143551174366,15684,310,2,H1,1,6,6301,6.98,10,994,1000,682,1000,592,0,689,BIO,,,,,,,,,,,,,,,,,,,0,1
id_9697596179715,2111,610,3,T3,1,6,6101,5.1,90,450,450,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5453554975315,2486,310,4,H1,1,6,6303,6.73,10,922,949,567,660,0,0,395,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5263552476387,15610,310,2,H1,1,6,6303,6.3,60,799,805,674,567,438,387,335,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5296552179658,15657,310,2,H1,1,6,6117,5.95,60,699,699,492,553,0,0,399,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5178551577843,2378,410,3,T1,1,6,6112,5.7,50,630,633,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5327553972772,2105,510,3,T2,1,6,6101,5.65,50,616,620,555,609,330,486,0,,,,,,,,,,,,,,,,,,,,0,1
id_5450554875013,15769,510,3,T2,1,6,6101,5.13,100,459,459,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5103551470386,40310,310,2,H1,1,6,6106,6.58,20,879,911,619,699,438,0,463,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5104551170488,2102,610,3,T3,1,6,6101,6.3,30,801,838,650,567,0,508,0,,,,,,,,,,,,,,,,,,,,0,1
id_5572555477222,15756,363,2,H2,1,6,6101,5.3,40,515,515,583,421,0,486,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5493554979321,2200,310,1,H1,1,6,6101,6.68,30,907,908,782,738,0,0,609,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5178551577821,2260,310,1,H1,1,6,6108,5.9,100,685,685,634,767,0,775,0,,,,,,,,,,,,,,,,,,,,0,1
id_5402554770236,2552,510,3,T2,1,6,6310,5.78,40,652,654,583,516,330,432,482,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5237552873740,2453,310,2,H1,1,6,6301,5.08,100,441,441,440,460,453,397,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5237552673716,2400,310,2,H1,1,6,6104,5.78,80,650,650,511,516,330,0,471,BIO,,,,,,,,,,,,,,,,,,,0,1
id_7842578574206,2164,310,2,H1,1,6,6101,6.15,50,757,767,674,645,0,0,476,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5243552574331,2657,310,3,H1,1,6,6205,6.15,40,757,768,674,595,0,0,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5412554471280,2701,310,3,H1,1,6,6204,6.15,40,757,785,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5339553773927,2447,310,4,H1,1,6,6301,6.5,30,856,868,607,631,396,0,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5465554576598,2422,310,3,H1,1,6,6107,6.05,40,727,739,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5734557073415,20364,310,2,H1,1,6,6101,5.6,60,599,599,590,587,382,643,430,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5415554571598,2657,410,3,T1,1,6,6205,6.13,50,752,766,756,595,0,476,0,,,,,,,,,,,,,,,,,,,,0,1
id_5740557874041,2552,510,3,T2,1,6,6310,5.5,60,574,574,484,446,0,0,328,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5415554471546,2329,363,3,H2,1,6,6117,5.47,50,569,569,597,486,349,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5540555374050,15627,310,2,H1,1,6,6108,5.13,90,456,456,492,601,382,0,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5455554875500,2356,310,2,H1,1,6,6117,6.48,50,851,851,540,508,330,0,503,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5487554378713,15793,310,2,H1,1,6,6101,6.45,30,842,923,607,601,0,0,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5174551177469,2102,610,3,T3,1,6,6101,5.58,70,595,595,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5783557078369,2259,310,2,H1,1,6,6108,6.2,20,771,785,583,601,0,500,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5238552573842,2224,310,3,H1,1,6,6110,5.98,50,708,715,619,567,409,0,327,BIO,,,,,,,,,,,,,,,,,,,0,1
id_9023590672388,15662,310,2,H1,1,6,6101,5.93,60,694,695,576,587,409,0,475,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5129551772931,16932,310,2,H1,1,6,6111,5.55,60,586,586,424,412,0,397,0,,,,,,,,,,,,,,,,,,,,0,1
id_5167551076722,2278,310,2,H1,1,6,6116,6.03,50,722,723,555,710,0,0,495,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5986559778638,2259,310,2,H1,1,6,6108,5.3,70,510,510,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5238552773849,2102,610,3,T3,1,6,6101,6.03,50,724,734,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5475554077545,2454,410,2,T1,1,6,6301,5.48,100,571,571,634,579,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5648556474818,11287,363,3,H2,1,6,6104,5.07,80,442,442,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5539555573964,11287,410,3,T1,1,6,6104,5.98,30,709,754,424,495,396,486,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5436554073655,15583,610,3,T3,1,6,6117,6.75,10,928,1000,619,645,0,0,410,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5263552576339,2278,310,2,H1,1,6,6116,5.65,80,613,613,511,508,0,0,335,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5160551376013,2455,310,2,H1,1,6,6301,5.63,90,608,608,455,567,0,0,292,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5157551575723,2454,310,2,H1,1,6,6301,6.43,30,837,842,740,645,0,742,0,,,,,,,,,,,,,,,,,,,,0,1
id_5141551674174,2218,310,2,H1,1,6,6106,6.75,10,928,981,740,699,366,705,562,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5476554877646,40024,310,3,H1,1,6,6111,6.23,20,779,799,477,672,0,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5408554370815,2329,310,3,H1,1,6,6117,5.93,60,694,694,525,553,423,397,0,,,,,,,,,,,,,,,,,,,,0,1
id_5486554378643,40114,310,3,H1,1,6,6115,5.83,50,664,664,699,660,330,561,533,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5373553477311,2625,310,3,H1,1,6,6307,6.55,20,870,881,740,690,0,593,0,,,,,,,,,,,,,,,,,,,,0,1
id_5420554572002,2224,310,3,H1,1,6,6110,6.68,10,907,937,725,539,438,593,0,,,,,,,,,,,,,,,,,,,,0,1
id_5711557671196,2635,310,3,H1,1,6,6201,5.7,70,628,628,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5257552275775,2443,510,3,T2,1,6,6301,5.9,30,686,714,576,349,396,0,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5761557576167,15510,310,1,H1,1,6,6101,5.7,90,628,628,699,690,0,835,0,,,,,,,,,,,,,,,,,,,,0,1
id_5259552375908,2329,310,3,H1,1,6,6117,5.3,90,510,510,576,516,0,418,0,,,,,,,,,,,,,,,,,,,,0,1
id_5157551275773,2103,510,3,T2,1,6,6101,5.65,30,616,635,350,508,330,364,420,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5405554370579,15767,610,2,T3,1,6,6108,5.6,80,601,601,397,412,0,0,394,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5732557873278,2411,310,3,H1,1,6,6105,5.65,60,613,613,484,539,396,0,303,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5428554672890,2551,310,3,H1,1,6,6310,5.43,80,551,551,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5178551677871,40371,310,2,H1,1,6,6107,6.83,20,951,966,674,753,453,0,500,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5418554271837,2656,310,2,H1,1,6,6201,6.6,30,886,895,597,618,330,331,481,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5447554974719,15781,310,3,H1,1,6,6102,6.53,30,865,883,540,553,366,561,464,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5851558875157,11286,363,4,H2,1,6,6301,4.65,100,307,307,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5465554676540,2103,510,3,T2,1,6,6101,4.98,80,411,411,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5818558871844,15843,510,3,T2,1,6,6115,5.08,90,443,443,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5868558576812,11286,363,4,H2,1,6,6301,5.73,30,640,643,525,495,292,348,355,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5998559479888,2105,510,3,T2,1,6,6101,5.4,60,545,545,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5410554771025,2551,310,3,H1,1,6,6310,6.6,20,886,897,650,842,467,643,471,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5475554077596,2455,310,2,H1,1,6,6301,4.95,100,400,400,410,508,524,377,458,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5188551878843,2280,410,3,T1,1,6,6115,6.15,40,757,763,500,508,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5254552575461,15739,310,2,H1,1,6,6303,6.55,30,870,907,682,767,349,0,526,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5129551172930,15731,310,2,H1,1,6,6117,4.6,100,289,289,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5492554079229,2583,310,3,H1,1,6,6304,6.95,10,985,1000,597,595,0,0,458,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5410554371042,15521,310,1,H1,1,6,6101,6.55,20,870,874,756,948,746,0,740,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5265552376559,2224,310,3,H1,1,6,6110,6.38,40,823,843,455,502,0,348,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5109551970984,15524,310,1,H1,1,6,6310,6.85,30,956,970,770,1000,524,804,646,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5765557376524,40024,310,3,H1,1,6,6111,6.83,10,951,1000,619,723,382,574,495,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5459554875901,2263,410,3,T1,1,6,6111,6.1,30,743,833,455,516,438,364,0,,,,,,,,,,,,,,,,,,,,0,1
id_5416554271669,15646,410,2,T1,1,6,6106,6.15,40,757,826,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5184551478405,2454,310,2,H1,1,6,6301,6.1,70,742,742,634,595,0,0,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5102551370294,2329,310,3,H1,1,6,6117,6.9,10,970,977,682,793,489,0,537,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5294552179453,2444,410,4,T1,1,6,6301,6.35,10,815,851,690,900,499,530,512,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5411554271177,15684,310,2,H1,1,6,6301,6.1,90,742,742,540,618,382,0,384,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5461554976187,15817,310,2,H1,1,6,6108,6.88,10,965,984,841,880,499,759,703,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5194551079425,2166,310,2,H1,1,6,6101,6.1,40,742,754,500,516,0,0,409,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5940559774027,15601,310,2,H1,1,6,6115,5.75,80,643,643,455,601,349,476,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5527555372742,40114,310,3,H1,1,6,6115,5.58,70,594,594,690,690,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5114551371479,2319,410,3,T1,1,6,6114,6.08,30,738,775,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5210552271092,2278,310,2,H1,1,6,6116,5.85,70,671,671,583,587,0,0,376,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5582555478283,15843,510,3,T2,1,6,6115,5.48,60,571,571,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5426554472615,2110,310,3,H1,1,6,6101,6.38,40,823,825,823,672,0,818,0,,,,,,,,,,,,,,,,,,,,0,1
id_5233552773310,2171,310,2,H1,1,6,6101,5.4,100,542,542,540,495,0,397,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5255552575542,2283,310,3,H1,1,6,6115,5.33,90,519,519,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5512555771228,2134,410,3,T1,1,6,6101,5.78,70,652,652,500,432,312,377,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5522555772236,15793,310,2,H1,1,6,6101,5.78,60,650,653,619,539,409,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5200552670087,2486,310,4,H1,1,6,6303,6.05,60,727,730,663,618,0,530,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5283552378392,40023,310,1,H1,1,6,6108,6.45,20,842,860,963,975,0,0,726,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5781557678174,15646,310,2,H1,1,6,6106,5.8,60,657,657,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5164551276400,2105,510,3,T2,1,6,6101,6.05,30,729,747,455,660,396,0,410,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5401554470103,15676,310,2,H1,1,6,6101,5.4,80,542,542,500,412,0,0,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5127551072752,11284,363,3,H2,1,6,6101,5.88,20,682,682,525,579,0,0,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5467554576710,2329,310,3,H1,1,6,6117,6.33,30,808,810,619,631,0,0,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5429554472922,2218,310,2,H1,1,6,6106,6.8,10,942,1000,740,923,524,0,664,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5106551870637,15544,310,2,H1,1,6,6112,6.3,40,799,840,794,699,0,0,655,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5566555376698,2110,310,3,H1,1,6,6101,5.28,100,504,504,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,,,0,1
id_5242552174227,11287,410,3,T1,1,6,6104,4.88,100,379,379,455,567,409,377,410,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5445554074540,15502,310,2,H1,1,6,6104,6.75,10,928,953,674,601,0,574,335,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5406554970682,2454,310,2,H1,1,6,6301,5.85,80,671,671,424,495,396,0,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5126551272645,2454,310,2,H1,1,6,6301,5.78,90,650,650,650,553,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5927559672746,2444,410,4,T1,1,6,6301,5.1,80,450,450,467,508,0,432,370,TEC,,,,,,,0,0,0,0,0,,,,,,,,0,1
id_5198551479811,2219,710,2,T4,1,6,6106,5.4,60,545,545,376,412,0,0,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5441554174188,15809,310,2,H1,1,6,6111,5.23,90,488,488,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5231552273162,15809,310,2,H1,1,6,6111,6.3,30,799,825,590,587,0,0,458,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5192551279293,2580,310,2,H1,1,6,6310,5.5,100,572,572,607,587,0,0,446,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5130551073050,40023,310,1,H1,1,6,6108,6.3,30,799,809,756,793,0,705,0,,,,,,,,,,,,,,,,,,,,0,1
id_5479554677950,2329,310,3,H1,1,6,6117,6.75,10,928,933,710,660,366,600,0,,,,,,,,,,,,,,,,,,,,0,1
id_5125551772518,2309,310,2,H1,1,6,6115,5.95,60,699,699,756,710,409,585,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5444554574453,15745,310,2,H1,1,6,6301,6.3,20,799,843,770,723,0,643,0,,,,,,,,,,,,,,,,,,,,0,1
id_5418554971800,2486,310,4,H1,1,6,6303,6.43,30,837,852,576,539,0,0,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5402554670237,2551,310,3,H1,1,6,6310,6.53,30,865,876,583,595,0,0,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5488554578802,2110,310,3,H1,1,6,6101,5.98,70,708,708,663,682,0,0,458,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5738557473872,2194,310,1,H1,1,6,6101,5.88,100,680,680,663,807,479,775,438,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5187551478765,2625,310,3,H1,1,6,6307,6.85,10,956,973,607,567,438,463,355,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5455554475548,11265,310,2,H1,1,6,6101,6.6,20,886,898,576,595,349,545,328,FIS,,,,,,,,,,,,,,,,,,,0,1
id_9144591474414,11246,363,3,H2,1,6,6115,5.47,50,569,569,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5209552670904,40114,310,3,H1,1,6,6115,6.73,10,922,972,699,672,0,628,0,,,,,,,,,,,,,,,,,,,,0,1
id_5421554072118,2111,610,3,T3,1,6,6101,6.23,30,780,807,567,601,0,406,0,,,,,,,,,,,,,,,,,,,,0,1
id_5716557171617,2163,310,2,H1,1,6,6101,5.58,90,594,594,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5189551578914,15683,310,2,H1,1,6,6310,6.25,60,785,791,607,672,0,561,0,,,,,,,,,,,,,,,,,,,,0,1
id_5167551576756,15840,410,2,T1,1,6,6101,6.9,10,970,1000,663,807,489,508,532,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5958559475876,2356,310,2,H1,1,6,6117,5.95,90,699,699,467,432,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5134551573405,2355,310,2,H1,1,6,6117,5.48,90,567,567,477,595,0,0,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5294552379405,15554,310,2,H1,1,6,6108,5.3,90,510,510,540,682,0,0,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5191551479160,2171,310,2,H1,1,6,6101,6.53,20,865,951,663,539,0,463,0,,,,,,,,,,,,,,,,,,,,0,1
id_5160551476013,15817,310,2,H1,1,6,6108,6.18,60,765,765,860,842,538,0,638,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5576555177603,20500,310,1,H1,1,6,6116,6.85,10,956,990,770,948,0,0,700,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5173551077300,2218,310,2,H1,1,6,6106,6.55,30,870,906,511,553,438,0,411,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5209552870932,2278,310,2,H1,1,6,6116,6.25,40,785,792,511,460,0,463,0,,,,,,,,,,,,,,,,,,,,0,1
id_5417554171735,2102,610,3,T3,1,6,6101,5.8,60,658,669,467,508,0,0,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5435554073559,2552,410,3,T1,1,6,6310,5.3,80,513,513,467,495,0,0,294,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5289552478928,2485,710,3,T4,1,6,6301,5.58,50,595,599,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5495554379573,40310,310,2,H1,1,6,6106,6.38,30,823,843,740,793,0,0,495,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5415554571582,2110,310,3,H1,1,6,6101,5.63,90,608,608,794,0,382,0,423,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5278552377889,11265,610,2,T3,1,6,6101,5.83,60,667,674,424,495,0,0,294,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5296552379651,2278,310,2,H1,1,6,6116,6.3,30,799,807,650,672,366,0,503,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5188551078873,2308,310,2,H1,1,6,6115,5.83,70,664,664,756,842,423,314,593,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5344553574490,15775,610,2,T3,1,6,6101,6.25,50,787,840,424,502,292,0,394,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5492554279250,2110,310,3,H1,1,6,6101,6.18,60,765,765,710,738,0,727,0,,,,,,,,,,,,,,,,,,,,0,1
id_5489554778906,2422,410,3,T1,1,6,6107,5.13,100,459,459,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5943559074309,2134,410,3,T1,1,6,6101,6.73,10,923,944,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5159551275929,2422,610,3,T3,1,6,6107,5.83,50,667,675,424,380,292,0,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5174551377424,15719,310,2,H1,1,6,6101,6.15,50,757,772,410,0,0,0,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5254552075455,15759,510,3,T2,1,6,6108,6.0,60,715,721,455,508,0,0,427,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5412554471224,2217,310,2,H1,1,6,6106,6.03,50,722,723,607,579,0,0,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5257552075724,2486,310,4,H1,1,6,6303,6.28,40,793,804,619,753,0,493,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5110551071017,15690,310,2,H1,1,6,6105,5.43,90,551,551,590,672,0,0,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5401554270164,40371,310,2,H1,1,6,6107,6.28,40,793,798,619,474,0,432,0,,,,,,,,,,,,,,,,,,,,0,1
id_5492554679286,15610,310,2,H1,1,6,6303,5.25,100,495,495,477,393,0,0,317,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5425554072597,15624,310,2,H1,1,6,6107,4.85,100,367,367,424,508,409,0,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5757557875760,2486,310,4,H1,1,6,6303,6.28,40,793,804,597,502,0,600,422,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5218552671817,2329,310,3,H1,1,6,6117,6.85,10,956,993,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5115551871589,15521,310,1,H1,1,6,6101,6.33,50,808,808,878,900,0,673,0,,,,,,,,,,,,,,,,,,,,0,1
id_5107551570740,2444,410,4,T1,1,6,6301,6.35,10,815,851,484,587,396,406,0,,,,,,,,,,,,,,,,,,,,0,1
id_5981559178155,2444,410,4,T1,1,6,6301,5.45,60,560,560,567,502,382,447,306,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5324553572439,15759,410,3,T1,1,6,6108,6.15,50,757,771,590,601,409,0,482,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5555555175500,2443,510,3,T2,1,6,6301,6.3,10,801,855,567,553,396,447,420,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5223552172311,15544,310,2,H1,1,6,6112,6.5,20,856,934,794,824,349,742,0,,,,,,,,,,,,,,,,,,,,0,1
id_5438554073870,2280,410,3,T1,1,6,6115,6.13,40,752,757,674,618,0,0,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5466554076633,2375,410,3,T1,1,6,6113,6.25,20,787,827,590,553,292,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5363553576356,2356,310,2,H1,1,6,6117,6.55,40,870,871,634,579,0,561,0,,,,,,,,,,,,,,,,,,,,0,1
id_5191551979149,2103,510,3,T2,1,6,6101,5.5,40,574,576,387,553,382,387,0,,,,,,,,,,,,,,,,,,,,0,1
id_5257552775756,15843,510,3,T2,1,6,6115,5.85,40,672,685,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5232552473233,15627,310,2,H1,1,6,6108,6.5,20,856,957,740,660,0,0,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5103551670315,2454,310,2,H1,1,6,6301,6.03,70,722,722,710,861,453,574,358,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5244552474407,15820,310,2,H1,1,6,6117,5.53,90,580,580,590,601,396,0,417,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5396553779600,2635,310,3,H1,1,6,6201,5.65,80,613,613,540,516,0,397,409,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5756557175634,11284,363,3,H2,1,6,6101,5.2,70,483,483,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5732557273290,15646,410,2,T1,1,6,6106,6.08,40,738,798,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5279552477997,15633,310,2,H1,1,6,6301,6.6,10,886,959,756,807,0,508,402,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5189551078987,2164,310,2,H1,1,6,6101,6.68,20,907,936,634,553,0,0,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5467554776733,15554,310,2,H1,1,6,6108,6.58,10,879,904,808,824,0,742,0,,,,,,,,,,,,,,,,,,,,0,1
id_5533555873357,2329,310,3,H1,1,6,6117,6.1,40,742,742,455,508,0,418,0,,,,,,,,,,,,,,,,,,,,0,1
id_5156551575667,2454,310,2,H1,1,6,6301,6.25,50,785,786,674,609,0,463,481,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5437554173786,2110,310,3,H1,1,6,6101,5.73,90,636,636,576,0,0,0,426,BIO,,,,,,,,,,,,,,,,,,,0,1
