ID_aux,RBD,COD_ENS,GRUPO_DEPENDENCIA,RAMA_EDUCACIONAL,SITUACION_EGRESO,CODIGO_REGION,CODIGO_COMUNA,PROMEDIO_NOTAS,PORC_SUP_NOTAS,PTJE_NEM,PTJE_RANKING,CLEC_REG_ACTUAL,MATE1_REG_ACTUAL,MATE2_REG_ACTUAL,HCSOC_REG_ACTUAL,CIEN_REG_ACTUAL,MODULO_REG_ACTUAL,CLEC_INV_ACTUAL,MATE1_INV_ACTUAL,MATE2_INV_ACTUAL,HCSOC_INV_ACTUAL,CIEN_INV_ACTUAL,MODULO_INV_ACTUAL,CLEC_REG_ANTERIOR,MATE1_REG_ANTERIOR,MATE2_REG_ANTERIOR,HCSOC_REG_ANTERIOR,CIEN_REG_ANTERIOR,MODULO_REG_ANTERIOR,CLEC_INV_ANTERIOR,MATE1_INV_ANTERIOR,MATE2_INV_ANTERIOR,HCSOC_INV_ANTERIOR,CIEN_INV_ANTERIOR,MODULO_INV_ANTERIOR,RINDIO_PROCESO_ANTERIOR,RINDIO_PROCESO_ACTUAL
id_5231552273194,2278,310,2,H1,1,6,6116,6.68,10,907,926,710,710,0,493,664,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5231552273102,2625,310,3,H1,1,6,6307,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5268552276811,2454,310,2,H1,1,6,6301,6.13,60,751,751,492,579,0,0,409,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5269552276971,2278,310,2,H1,1,6,6116,6.63,20,893,910,607,609,0,0,507,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5267552276726,2222,310,3,H1,1,6,6110,6.13,40,751,763,484,474,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5289552378949,15646,410,2,T1,1,6,6106,5.78,70,652,676,484,609,349,387,303,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5281552378192,15646,310,2,H1,1,6,6106,5.83,60,664,667,333,502,0,476,0,,,,,,,,,,,,,,,,,,,,0,1
id_5281552378149,2102,610,3,T3,1,6,6101,4.75,100,338,338,350,393,409,0,335,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5284552378470,2102,410,3,T1,1,6,6101,5.28,90,506,506,410,460,366,348,0,,,,,,,,,,,,,,,,,,,,0,1
id_5282552378206,2422,310,3,H1,1,6,6107,6.8,10,942,981,590,923,564,0,503,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5235552073566,2447,310,4,H1,1,6,6301,6.6,20,886,899,782,807,0,0,507,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5293552379334,2701,310,3,H1,1,6,6204,6.18,40,765,796,492,682,0,0,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5290552379095,2110,310,3,H1,1,6,6101,6.35,40,814,816,682,824,489,0,670,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5258552375843,2278,310,2,H1,1,6,6116,6.4,30,828,838,607,682,0,0,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5207552070754,2308,310,2,H1,1,6,6115,5.73,80,636,636,555,539,0,545,0,,,,,,,,,,,,,,,,,,,,0,1
id_5201552070104,2219,710,2,T4,1,6,6106,5.53,50,582,582,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5251552375173,15808,310,3,H1,1,6,6206,6.88,10,965,1000,794,690,0,585,0,,,,,,,,,,,,,,,,,,,,0,1
id_5256552375658,2551,310,3,H1,1,6,6310,5.4,80,542,542,500,609,366,0,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5256552375652,2105,510,3,T2,1,6,6101,5.88,40,681,693,484,486,312,397,0,,,,,,,,,,,,,,,,,,,,0,1
id_5279552377987,2109,310,3,H1,1,6,6101,5.43,100,551,551,619,516,0,432,0,,,,,,,,,,,,,,,,,,,,0,1
id_5271552377180,2551,310,3,H1,1,6,6310,5.25,80,495,495,484,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5271552377121,2166,310,2,H1,1,6,6101,5.95,50,699,701,567,526,312,463,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5272552377266,2280,410,3,T1,1,6,6115,5.6,80,601,601,484,474,271,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5276552377674,2111,610,3,T3,1,6,6101,6.18,30,766,791,467,446,382,331,357,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5276552377667,2485,710,3,T4,1,6,6301,5.05,100,433,433,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5217552371703,15739,310,2,H1,1,6,6303,5.98,60,708,709,590,516,0,0,409,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5216552371628,2486,310,4,H1,1,6,6303,6.58,20,879,907,699,645,349,508,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5242552374219,2552,410,3,T1,1,6,6310,5.45,70,560,560,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5243552374322,2482,310,1,H1,1,6,6301,6.73,20,922,922,808,861,0,0,791,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5221552372176,2681,310,3,H1,1,6,6203,5.3,90,510,510,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5223552372328,40371,310,2,H1,1,6,6107,5.63,70,608,608,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5272552677235,2681,310,3,H1,1,6,6203,5.73,60,636,636,555,486,0,432,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5233552373394,40025,510,3,T2,1,6,6116,4.95,90,402,402,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5230552373003,2280,410,3,T1,1,6,6115,6.0,50,715,718,576,609,0,0,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5205552370572,2110,310,3,H1,1,6,6101,6.15,60,757,757,607,502,0,574,499,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5202552370241,15657,310,2,H1,1,6,6117,6.38,40,823,824,756,923,552,0,670,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5203552370344,2375,310,3,H1,1,6,6113,5.5,60,572,572,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5200552370046,2482,310,1,H1,1,6,6301,6.18,70,765,765,590,618,0,0,409,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5268552376843,2217,310,2,H1,1,6,6106,5.73,70,636,636,583,567,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5268552376830,15756,363,2,H2,1,6,6101,6.17,10,765,775,597,645,0,486,0,,,,,,,,,,,,,,,,,,,,0,1
id_5269552376912,40371,310,2,H1,1,6,6107,6.33,40,808,814,567,567,0,0,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5269552376962,2206,510,3,T2,1,6,6106,6.85,10,956,1000,878,738,0,643,0,,,,,,,,,,,,,,,,,,,,0,1
id_5265552376517,2110,310,3,H1,1,6,6101,6.15,60,757,757,794,948,645,695,503,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5261552376160,2326,310,2,H1,1,6,6114,5.2,100,479,479,540,502,349,0,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5266552376644,2375,410,3,T1,1,6,6113,6.03,40,724,747,650,807,423,486,415,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5288552078835,15522,310,2,H1,1,6,6201,5.6,70,599,599,410,474,0,406,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5289552078904,2329,310,3,H1,1,6,6117,5.0,100,415,415,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5285552078506,15657,310,2,H1,1,6,6117,4.68,100,315,315,619,660,0,530,0,,,,,,,,,,,,,,,,,,,,0,1
id_5285552078569,2166,310,2,H1,1,6,6101,5.8,60,657,657,690,618,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5287552078751,2110,310,3,H1,1,6,6101,6.05,70,727,731,725,842,489,0,621,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5287552078713,2580,310,2,H1,1,6,6310,5.95,80,699,699,634,495,0,561,0,,,,,,,,,,,,,,,,,,,,0,1
id_5287552078747,2109,310,3,H1,1,6,6101,6.5,20,856,875,782,807,0,0,609,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5281552078191,2329,310,3,H1,1,6,6117,6.83,10,951,956,725,767,0,714,0,,,,,,,,,,,,,,,,,,,,0,1
id_5284552078432,15583,410,3,T1,1,6,6117,6.43,10,837,888,690,793,409,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5222552672259,15676,310,2,H1,1,6,6101,6.55,10,870,941,590,660,0,0,558,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5223552672386,2681,310,3,H1,1,6,6203,6.03,40,722,734,607,516,0,0,376,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5279552277957,15583,710,3,T4,1,6,6117,5.6,70,601,601,397,412,0,0,336,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5279552277939,15809,310,2,H1,1,6,6111,5.8,60,657,657,525,502,0,0,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5275552277528,2110,310,3,H1,1,6,6101,6.8,10,942,952,916,900,0,0,791,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5277552277720,2110,310,3,H1,1,6,6101,6.45,30,842,846,860,824,538,593,516,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5280552078035,15792,310,2,H1,1,6,6108,5.35,90,526,526,397,486,382,406,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5286552078655,40114,310,3,H1,1,6,6115,5.95,40,699,704,590,516,0,377,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5215552271526,15554,310,2,H1,1,6,6108,6.68,10,907,937,808,923,0,0,668,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5213552271334,15720,610,3,T3,1,6,6109,6.35,30,815,846,540,579,0,0,319,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5243552274390,40023,310,1,H1,1,6,6108,6.18,50,765,768,567,660,0,486,458,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5246552274641,15522,310,2,H1,1,6,6201,5.9,60,685,685,590,486,0,0,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5229552272981,2280,410,3,T1,1,6,6115,6.15,40,757,763,455,587,0,397,459,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5229552272995,15510,310,1,H1,1,6,6101,6.03,60,722,722,782,723,409,714,0,,,,,,,,,,,,,,,,,,,,0,1
id_5223552272305,2422,310,3,H1,1,6,6107,6.68,10,907,942,938,631,0,938,0,,,,,,,,,,,,,,,,,,,,0,1
id_5220552272091,2411,310,3,H1,1,6,6105,5.3,80,510,510,467,432,349,0,429,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5238552273843,2280,410,3,T1,1,6,6115,6.63,10,895,909,511,553,0,397,383,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5273552077358,15646,310,2,H1,1,6,6106,5.93,60,694,702,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5236552273604,2447,310,4,H1,1,6,6301,6.35,30,814,823,607,0,349,0,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5200552270083,2260,310,1,H1,1,6,6108,5.95,100,699,699,619,923,677,0,526,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5210552071051,2411,310,3,H1,1,6,6105,6.43,20,837,878,597,526,396,476,402,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5224552072406,2454,410,2,T1,1,6,6301,6.1,70,743,749,525,516,330,397,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5222552072279,2400,310,2,H1,1,6,6104,6.7,10,914,974,794,861,0,853,0,,,,,,,,,,,,,,,,,,,,0,1
id_5220552072092,2580,310,2,H1,1,6,6310,5.9,80,685,685,567,502,0,508,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5226552072685,11287,310,3,H1,1,6,6104,6.43,10,837,874,710,526,0,727,0,,,,,,,,,,,,,,,,,,,,0,1
id_5238552073814,2123,510,3,T2,1,6,6101,5.68,70,623,628,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5233552073309,40025,310,3,H1,1,6,6116,6.45,30,842,853,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5236552073655,2329,310,3,H1,1,6,6117,6.43,20,837,839,397,412,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5208552070804,2485,710,3,T4,1,6,6301,5.88,30,681,702,597,618,0,0,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5206552070680,2134,610,3,T3,1,6,6101,6.03,60,724,726,467,421,0,364,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5269552076981,15657,310,2,H1,1,6,6117,6.1,60,742,742,690,710,0,628,0,,,,,,,,,,,,,,,,,,,,0,1
id_5265552076560,15510,310,1,H1,1,6,6101,6.15,50,757,757,740,807,0,0,558,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5347553874783,2400,310,2,H1,1,6,6104,6.08,60,736,745,682,595,0,530,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5347553874786,2123,510,3,T2,1,6,6101,5.18,100,474,474,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5347553874794,2105,510,3,T2,1,6,6101,5.25,80,497,497,555,579,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5262552076232,2217,310,2,H1,1,6,6106,6.95,10,985,1000,770,975,564,686,700,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5262552076262,2552,510,3,T2,1,6,6310,5.13,80,459,459,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5260552076061,2551,310,3,H1,1,6,6310,5.15,90,463,463,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5266552076681,15664,310,2,H1,1,6,6310,6.13,60,751,751,397,601,0,0,450,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5283552678374,2105,510,3,T2,1,6,6101,5.4,60,545,545,492,526,0,0,355,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5295552679556,2453,310,2,H1,1,6,6301,5.58,50,594,594,555,824,423,0,504,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5295552679526,15524,310,1,H1,1,6,6310,6.85,30,956,970,860,1000,786,545,823,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5254552675451,2103,510,3,T2,1,6,6101,5.5,40,574,580,590,595,366,406,489,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5278552677879,2105,510,3,T2,1,6,6101,5.98,30,709,725,525,631,396,476,357,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5279552677957,2486,510,4,T2,1,6,6303,5.08,100,443,443,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5275552677552,11265,610,2,T3,1,6,6101,6.03,50,724,747,511,553,0,0,383,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5277552677771,2329,310,3,H1,1,6,6117,6.43,20,837,839,756,553,0,585,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5277552677760,2635,310,3,H1,1,6,6201,6.1,50,742,756,492,618,0,432,0,,,,,,,,,,,,,,,,,,,,0,1
id_5273552677353,2612,310,3,H1,1,6,6306,6.5,20,856,885,492,474,0,387,317,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5270552677074,2219,710,2,T4,1,6,6106,5.55,40,587,587,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5217552671722,2514,710,2,T4,1,6,6303,5.28,60,506,506,699,753,0,561,394,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5386553978628,2444,410,4,T1,1,6,6301,4.93,90,396,396,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5216552671626,15610,310,2,H1,1,6,6303,6.3,60,799,805,576,710,0,463,0,,,,,,,,,,,,,,,,,,,,0,1
id_5248552674878,2104,510,3,T2,1,6,6101,5.68,70,623,623,619,645,0,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5245552674564,2486,310,4,H1,1,6,6303,6.28,40,793,804,576,502,396,517,381,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5396553979677,11291,310,1,H1,1,6,6108,6.8,10,942,945,782,975,409,0,692,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5229552672933,2455,310,2,H1,1,6,6301,6.45,40,842,853,650,587,0,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5224552672465,2635,310,3,H1,1,6,6201,5.33,90,519,519,492,567,0,397,0,,,,,,,,,,,,,,,,,,,,0,1
id_5232552673271,2485,510,3,T2,1,6,6301,6.4,10,829,880,682,587,366,0,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5376553977649,2657,310,3,H1,1,6,6205,6.2,40,771,784,650,618,453,600,415,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5298552079863,2104,410,3,T1,1,6,6101,6.25,30,787,799,590,595,0,508,0,,,,,,,,,,,,,,,,,,,,0,1
id_5299552079926,15521,310,1,H1,1,6,6101,6.88,10,965,981,938,1000,677,0,900,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5291552079169,40371,310,2,H1,1,6,6107,6.15,50,757,759,511,618,382,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5209552670972,2552,410,3,T1,1,6,6310,6.25,20,787,795,756,645,366,493,420,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5290552079044,2278,310,2,H1,1,6,6116,5.65,80,613,613,525,474,0,476,368,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5259552075959,2454,310,2,H1,1,6,6301,6.35,40,814,817,699,767,0,500,0,,,,,,,,,,,,,,,,,,,,0,1
id_5251552075109,15646,610,2,T3,1,6,6106,0.0,0,0,0,424,516,0,300,355,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5254552075475,2164,310,2,H1,1,6,6101,6.95,10,985,1000,710,780,438,0,584,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5388553878833,2309,310,2,H1,1,6,6115,6.55,30,870,872,710,526,349,406,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5218552071849,15745,310,2,H1,1,6,6301,6.0,50,713,722,607,682,0,0,509,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5217552071747,2170,310,1,H1,1,6,6101,6.45,30,842,848,725,738,0,714,575,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5212552071220,2150,310,2,H1,1,6,6101,6.25,60,785,785,674,631,0,686,0,,,,,,,,,,,,,,,,,,,,0,1
id_5398553879823,2167,310,2,H1,1,6,6101,5.05,80,432,432,511,412,366,397,327,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5242552074211,2442,610,3,T3,1,6,6301,6.15,50,757,779,511,508,0,0,410,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5243552074346,2635,310,3,H1,1,6,6201,6.13,50,751,766,525,587,0,377,0,,,,,,,,,,,,,,,,,,,,0,1
id_5351553875105,2222,510,3,T2,1,6,6110,5.53,90,582,582,440,446,396,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5373553877385,15787,310,2,H1,1,6,6301,5.9,40,685,710,492,508,0,397,335,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5318553871808,11291,310,1,H1,1,6,6108,6.75,20,928,931,878,948,592,659,758,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5319553871939,2514,710,2,T4,1,6,6303,4.93,90,396,396,397,446,0,0,357,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5394553579444,15682,310,2,H1,1,6,6101,6.2,50,771,819,511,609,453,314,393,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5392553579238,15720,610,3,T3,1,6,6109,5.78,70,652,655,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5344553874439,2102,610,3,T3,1,6,6101,6.08,40,738,764,682,508,0,561,446,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5340553874090,2551,310,3,H1,1,6,6310,6.08,50,736,740,477,553,396,476,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5335553873576,2224,310,3,H1,1,6,6110,6.6,30,886,911,682,618,0,0,471,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5337553873782,15633,310,2,H1,1,6,6301,5.1,90,447,447,410,579,0,270,435,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5309553870975,15775,410,2,T1,1,6,6101,6.0,70,715,735,555,474,0,387,0,,,,,,,,,,,,,,,,,,,,0,1
id_5314553571490,2104,410,3,T1,1,6,6101,6.23,30,780,793,619,645,382,418,346,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5361553876164,2443,510,3,T2,1,6,6301,5.38,70,538,538,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5364553876494,2580,310,2,H1,1,6,6310,5.83,90,664,664,590,682,382,0,499,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5362553876244,11265,510,2,T2,1,6,6101,5.83,60,667,674,477,486,0,0,402,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5346553574653,15840,410,2,T1,1,6,6101,5.68,60,623,626,492,460,0,0,327,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5388553978800,2580,310,2,H1,1,6,6310,6.33,50,808,826,492,539,0,0,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5389553978991,2110,310,3,H1,1,6,6101,6.38,40,823,825,725,738,453,0,558,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5387553978786,2444,410,4,T1,1,6,6301,5.48,60,571,571,511,601,0,447,346,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5387553978731,2635,310,3,H1,1,6,6201,6.4,30,828,843,650,710,396,0,496,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5326553572699,15643,310,2,H1,1,6,6101,5.8,80,657,663,525,446,382,377,0,,,,,,,,,,,,,,,,,,,,0,1
id_5398553979803,2454,310,2,H1,1,6,6301,6.48,30,851,858,540,587,0,0,355,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5393553979310,2105,510,3,T2,1,6,6101,6.03,30,724,741,467,486,423,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5358553975874,2530,310,4,H1,1,6,6305,5.9,50,685,685,387,516,0,406,0,,,,,,,,,,,,,,,,,,,,0,1
id_5354553975406,15820,310,2,H1,1,6,6117,6.8,10,942,989,740,738,467,0,634,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5387553778735,2280,410,3,T1,1,6,6115,5.98,50,709,711,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5317553971712,2486,610,4,T3,1,6,6303,6.2,50,771,821,440,601,396,486,394,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5310553971029,2170,310,1,H1,1,6,6101,6.43,40,837,842,663,609,423,0,558,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5207552670726,2123,510,3,T2,1,6,6101,6.3,30,801,825,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5202552670264,15769,510,3,T2,1,6,6101,6.13,40,752,786,597,516,0,545,0,,,,,,,,,,,,,,,,,,,,0,1
id_5200552670010,2259,310,2,H1,1,6,6108,6.88,10,965,1000,682,780,467,0,484,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5264552676457,15817,310,2,H1,1,6,6108,5.65,90,613,613,492,567,0,397,0,,,,,,,,,,,,,,,,,,,,0,1
id_5264552676404,2309,310,2,H1,1,6,6115,5.93,60,694,694,576,526,396,397,420,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5389553878960,2110,310,3,H1,1,6,6101,5.3,100,510,510,576,446,0,0,471,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5385553878514,15610,310,2,H1,1,6,6303,6.68,20,907,929,634,699,0,600,0,,,,,,,,,,,,,,,,,,,,0,1
id_5386553878694,2134,410,3,T1,1,6,6101,6.48,30,851,866,650,710,382,418,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5394553879458,2104,510,3,T2,1,6,6101,6.25,30,787,799,590,645,349,406,435,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5393553879383,15646,410,2,T1,1,6,6106,6.35,20,815,907,576,539,366,476,446,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5393553879396,2444,410,4,T1,1,6,6301,5.95,30,700,718,710,793,366,0,502,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5307553970743,11287,310,3,H1,1,6,6104,5.58,60,594,594,567,609,0,500,0,,,,,,,,,,,,,,,,,,,,0,1
id_5307553970766,15731,310,2,H1,1,6,6117,6.03,40,722,751,634,539,0,486,426,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5354553875495,2442,610,3,T3,1,6,6301,5.28,90,506,506,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5352553875256,2552,410,3,T1,1,6,6310,6.13,30,752,759,590,579,382,476,0,,,,,,,,,,,,,,,,,,,,0,1
id_5350553875050,15662,310,2,H1,1,6,6101,6.68,10,907,926,690,767,409,0,562,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5379553877924,2104,410,3,T1,1,6,6101,6.1,40,743,752,583,595,382,486,394,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5356553575698,2355,310,2,H1,1,6,6117,5.53,90,580,580,555,539,0,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5379553577997,2104,410,3,T1,1,6,6101,6.05,50,729,734,576,486,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5313553571342,2657,310,3,H1,1,6,6205,6.85,10,956,994,710,948,423,0,612,QUI,,,,,,,,,,,,,,,,,,,0,1
id_5316553571662,2339,310,3,H1,1,6,6117,6.15,20,757,800,576,723,0,476,438,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5349553574935,2552,510,3,T2,1,6,6310,5.8,40,658,660,650,539,366,0,489,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5341553574144,15739,310,2,H1,1,6,6303,6.13,50,751,761,455,421,0,377,0,,,,,,,,,,,,,,,,,,,,0,1
id_5344553574484,15720,410,3,T1,1,6,6109,6.8,10,942,1000,525,699,349,0,370,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5342553574249,15544,310,2,H1,1,6,6112,6.48,20,851,925,525,723,382,463,344,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5350553175076,2224,310,3,H1,1,6,6110,6.2,40,771,785,555,446,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5338553573824,2308,310,2,H1,1,6,6115,5.7,90,628,629,663,516,0,377,0,,,,,,,,,,,,,,,,,,,,0,1
id_5334553573480,2552,510,3,T2,1,6,6310,4.9,100,385,385,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1
id_5306553570671,15707,310,1,H1,1,6,6101,6.13,40,751,778,567,753,0,0,402,BIO,,,,,,,,,,,,,,,,,,,0,1
id_5368553576803,15510,310,1,H1,1,6,6101,6.4,40,828,832,896,948,603,0,750,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5364553576433,2552,510,3,T2,1,6,6310,5.58,50,595,595,500,502,0,0,403,TEC,,,,,,,,,,,,,,,,,,,0,1
id_5362553576264,2411,310,3,H1,1,6,6105,5.25,80,495,495,576,553,0,463,0,,,,,,,,,,,,,,,,,,,,0,1
id_5388553778818,20364,310,2,H1,1,6,6101,5.03,100,425,425,619,699,0,493,0,,,,,,,,,,,,,,,,,,,,0,1
id_5385553778514,15820,310,2,H1,1,6,6117,6.58,20,879,912,607,699,396,0,416,FIS,,,,,,,,,,,,,,,,,,,0,1
id_5385553778520,2104,410,3,T1,1,6,6101,6.03,50,724,730,576,502,0,0,482,TEC,,,,,,,,,,,,,,,,,,,0,1
